,address,train_위도,train_경도
18446,길음동 1279,37.6058246,127.0202546
18447,길음동 1284,37.6075427,127.0178609
18448,길음동 1278,37.6103740,127.0242907
18449,길음동 1282,37.6096860,127.0207150
18450,길음동 1284,37.6075427,127.0178609
18451,길음동 1284,37.6075427,127.0178609
18452,길음동 1286,37.6037858,127.0194504
18453,길음동 1279,37.6058246,127.0202546
18454,길음동 1280,37.6117969,127.0161506
18455,길음동 1281,37.6120839,127.0196483
18456,길음동 1278,37.6103740,127.0242907
18457,길음동 1279,37.6058246,127.0202546
18458,길음동 1279,37.6058246,127.0202546
18459,길음동 1281,37.6120839,127.0196483
18460,길음동 1279,37.6058246,127.0202546
18461,길음동 1283,37.6062699,127.0229072
18462,길음동 1278,37.6103740,127.0242907
18463,길음동 1284,37.6075427,127.0178609
18464,길음동 1280-1,37.6100718,127.0165343
18465,길음동 1284,37.6075427,127.0178609
18466,길음동 1282,37.6096860,127.0207150
18467,길음동 1281,37.6120839,127.0196483
18468,길음동 1280,37.6117969,127.0161506
18469,길음동 1284,37.6075427,127.0178609
18470,길음동 1278,37.6103740,127.0242907
18471,길음동 1279,37.6058246,127.0202546
18472,길음동 1283,37.6062699,127.0229072
18473,길음동 1283,37.6062699,127.0229072
18474,길음동 1276,37.6027813,127.0237923
18475,길음동 1279,37.6058246,127.0202546
18476,길음동 1279,37.6058246,127.0202546
18477,길음동 1284,37.6075427,127.0178609
18478,길음동 1284,37.6075427,127.0178609
18479,길음동 1286,37.6037858,127.0194504
18480,길음동 1276,37.6027813,127.0237923
18481,길음동 1285,37.6097649,127.0188321
18482,길음동 1284,37.6075427,127.0178609
18483,길음동 1283,37.6062699,127.0229072
18484,길음동 1278,37.6103740,127.0242907
18485,길음동 1279,37.6058246,127.0202546
18486,길음동 1284,37.6075427,127.0178609
18487,길음동 1277,37.6081358,127.0199082
18488,길음동 1279,37.6058246,127.0202546
18489,길음동 1278,37.6103740,127.0242907
18490,길음동 1280,37.6117969,127.0161506
18491,길음동 1281,37.6120839,127.0196483
18492,길음동 1278,37.6103740,127.0242907
18493,길음동 1282,37.6096860,127.0207150
18494,길음동 1281,37.6120839,127.0196483
18495,길음동 1285,37.6097649,127.0188321
18496,길음동 1279,37.6058246,127.0202546
18497,길음동 1283,37.6062699,127.0229072
18498,길음동 635-168,37.6141409,127.0159104
18499,길음동 1279,37.6058246,127.0202546
18500,길음동 1279,37.6058246,127.0202546
18501,길음동 1276,37.6027813,127.0237923
18502,길음동 1278,37.6103740,127.0242907
18503,길음동 1277,37.6081358,127.0199082
18504,길음동 1286,37.6037858,127.0194504
18505,길음동 1280,37.6117969,127.0161506
18506,길음동 1286,37.6037858,127.0194504
18507,길음동 1279,37.6058246,127.0202546
18508,길음동 1276,37.6027813,127.0237923
18509,길음동 1276,37.6027813,127.0237923
18510,길음동 1284,37.6075427,127.0178609
18511,길음동 1281,37.6120839,127.0196483
18512,길음동 1279,37.6058246,127.0202546
18513,길음동 1281,37.6120839,127.0196483
18514,길음동 1284,37.6075427,127.0178609
18515,길음동 1286,37.6037858,127.0194504
18516,길음동 1284,37.6075427,127.0178609
18517,길음동 1283,37.6062699,127.0229072
18518,길음동 1284,37.6075427,127.0178609
18519,길음동 1284,37.6075427,127.0178609
18520,길음동 1278,37.6103740,127.0242907
18521,길음동 1281,37.6120839,127.0196483
18522,길음동 1284,37.6075427,127.0178609
18523,길음동 1280,37.6117969,127.0161506
18524,길음동 1284,37.6075427,127.0178609
18525,길음동 1286,37.6037858,127.0194504
18526,길음동 1286,37.6037858,127.0194504
18527,길음동 1284,37.6075427,127.0178609
18528,길음동 1284,37.6075427,127.0178609
18529,길음동 1279,37.6058246,127.0202546
18530,길음동 1280,37.6117969,127.0161506
18531,길음동 1280,37.6117969,127.0161506
18532,길음동 1286,37.6037858,127.0194504
18533,길음동 1276,37.6027813,127.0237923
18534,길음동 1285,37.6097649,127.0188321
18535,길음동 1282,37.6096860,127.0207150
18536,길음동 1281,37.6120839,127.0196483
18537,길음동 1281,37.6120839,127.0196483
18538,길음동 1279,37.6058246,127.0202546
18539,길음동 1281,37.6120839,127.0196483
18540,길음동 1280,37.6117969,127.0161506
18541,길음동 1280,37.6117969,127.0161506
18542,길음동 1278,37.6103740,127.0242907
18543,길음동 1278,37.6103740,127.0242907
18544,길음동 1279,37.6058246,127.0202546
18545,길음동 1286,37.6037858,127.0194504
18546,길음동 1279,37.6058246,127.0202546
18547,길음동 1284,37.6075427,127.0178609
18548,길음동 1286,37.6037858,127.0194504
18549,길음동 1282,37.6096860,127.0207150
18550,길음동 1279,37.6058246,127.0202546
18551,길음동 1280,37.6117969,127.0161506
18552,길음동 1285,37.6097649,127.0188321
18553,길음동 1285,37.6097649,127.0188321
18554,길음동 1284,37.6075427,127.0178609
18555,길음동 1285,37.6097649,127.0188321
18556,길음동 1284,37.6075427,127.0178609
18557,길음동 1280,37.6117969,127.0161506
18558,길음동 1283,37.6062699,127.0229072
18559,길음동 1282,37.6096860,127.0207150
18560,길음동 1286,37.6037858,127.0194504
18561,길음동 1280-1,37.6100718,127.0165343
18562,길음동 1278,37.6103740,127.0242907
18563,길음동 1286,37.6037858,127.0194504
18564,길음동 1280,37.6117969,127.0161506
18565,길음동 1280,37.6117969,127.0161506
18566,길음동 1278,37.6103740,127.0242907
18567,길음동 1276,37.6027813,127.0237923
18568,길음동 635-168,37.6141409,127.0159104
18569,길음동 1286,37.6037858,127.0194504
18570,길음동 1282,37.6096860,127.0207150
18571,길음동 1281,37.6120839,127.0196483
18572,길음동 1278,37.6103740,127.0242907
18573,길음동 1279,37.6058246,127.0202546
18574,길음동 1284,37.6075427,127.0178609
18575,길음동 1284,37.6075427,127.0178609
18576,길음동 635-168,37.6141409,127.0159104
18577,길음동 1281,37.6120839,127.0196483
18578,길음동 1282,37.6096860,127.0207150
18579,길음동 1278,37.6103740,127.0242907
18580,길음동 1283,37.6062699,127.0229072
18581,길음동 1284,37.6075427,127.0178609
18582,길음동 1284,37.6075427,127.0178609
18583,길음동 1280,37.6117969,127.0161506
18584,길음동 1281,37.6120839,127.0196483
18585,길음동 1285,37.6097649,127.0188321
18586,길음동 1284,37.6075427,127.0178609
18587,길음동 1284,37.6075427,127.0178609
18588,길음동 1279,37.6058246,127.0202546
18589,길음동 1281,37.6120839,127.0196483
18590,길음동 1285,37.6097649,127.0188321
18591,길음동 1281,37.6120839,127.0196483
18592,길음동 1280,37.6117969,127.0161506
18593,길음동 1279,37.6058246,127.0202546
18594,길음동 1283,37.6062699,127.0229072
18595,길음동 1278,37.6103740,127.0242907
18596,길음동 1280-1,37.6100718,127.0165343
18597,길음동 1284,37.6075427,127.0178609
18598,길음동 1281,37.6120839,127.0196483
18599,길음동 1286,37.6037858,127.0194504
18600,길음동 1284,37.6075427,127.0178609
18601,길음동 1281,37.6120839,127.0196483
18602,길음동 1278,37.6103740,127.0242907
18603,길음동 1281,37.6120839,127.0196483
18604,길음동 1280,37.6117969,127.0161506
18605,길음동 1284,37.6075427,127.0178609
18606,길음동 1280-1,37.6100718,127.0165343
18607,길음동 1284,37.6075427,127.0178609
18608,길음동 1278,37.6103740,127.0242907
18609,길음동 1283,37.6062699,127.0229072
18610,길음동 1282,37.6096860,127.0207150
18611,길음동 1280-1,37.6100718,127.0165343
18612,길음동 1281,37.6120839,127.0196483
18613,길음동 1278,37.6103740,127.0242907
18614,길음동 1280,37.6117969,127.0161506
18615,길음동 1281,37.6120839,127.0196483
18616,길음동 1284,37.6075427,127.0178609
18617,길음동 1280,37.6117969,127.0161506
18618,길음동 1283,37.6062699,127.0229072
18619,길음동 1281,37.6120839,127.0196483
18620,길음동 1279,37.6058246,127.0202546
18621,길음동 1284,37.6075427,127.0178609
18622,길음동 1278,37.6103740,127.0242907
18623,길음동 1284,37.6075427,127.0178609
18624,길음동 1279,37.6058246,127.0202546
18625,종암동 104-1,37.6011941,127.0369925
18626,종암동 80,37.6010008,127.0301481
18627,종암동 104-1,37.6011941,127.0369925
18628,종암동 130,37.6025494,127.0298689
18629,종암동 80,37.6010008,127.0301481
18630,종암동 80,37.6010008,127.0301481
18631,종암동 104-1,37.6011941,127.0369925
18632,종암동 133,37.5992482,127.0310554
18633,종암동 80,37.6010008,127.0301481
18634,종암동 130,37.6025494,127.0298689
18635,종암동 131,37.5968587,127.0317413
18636,종암동 104-1,37.6011941,127.0369925
18637,종암동 80,37.6010008,127.0301481
18638,종암동 134,37.5993090,127.0386085
18639,종암동 130,37.6025494,127.0298689
18640,종암동 80,37.6010008,127.0301481
18641,종암동 104-1,37.6011941,127.0369925
18642,종암동 80,37.6010008,127.0301481
18643,종암동 132,37.6019552,127.0334893
18644,종암동 134,37.5993090,127.0386085
18645,종암동 80,37.6010008,127.0301481
18646,종암동 104-1,37.6011941,127.0369925
18647,종암동 131,37.5968587,127.0317413
18648,종암동 134,37.5993090,127.0386085
18649,종암동 134,37.5993090,127.0386085
18650,종암동 134,37.5993090,127.0386085
18651,종암동 104-1,37.6011941,127.0369925
18652,종암동 46-43,37.5967806,127.0339740
18653,종암동 130,37.6025494,127.0298689
18654,종암동 80,37.6010008,127.0301481
18655,종암동 80,37.6010008,127.0301481
18656,종암동 80,37.6010008,127.0301481
18657,종암동 134,37.5993090,127.0386085
18658,종암동 80,37.6010008,127.0301481
18659,종암동 80,37.6010008,127.0301481
18660,종암동 80,37.6010008,127.0301481
18661,종암동 104-1,37.6011941,127.0369925
18662,종암동 132,37.6019552,127.0334893
18663,종암동 135,37.6017652,127.0347914
18664,종암동 131,37.5968587,127.0317413
18665,종암동 130,37.6025494,127.0298689
18666,종암동 135,37.6017652,127.0347914
18667,종암동 80,37.6010008,127.0301481
18668,종암동 135,37.6017652,127.0347914
18669,종암동 133,37.5992482,127.0310554
18670,종암동 80,37.6010008,127.0301481
18671,종암동 80,37.6010008,127.0301481
18672,종암동 130,37.6025494,127.0298689
18673,종암동 131,37.5968587,127.0317413
18674,종암동 125-1,37.5990994,127.0274573
18675,종암동 133,37.5992482,127.0310554
18676,종암동 104-1,37.6011941,127.0369925
18677,종암동 131,37.5968587,127.0317413
18678,종암동 80,37.6010008,127.0301481
18679,종암동 104-1,37.6011941,127.0369925
18680,종암동 133,37.5992482,127.0310554
18681,종암동 130,37.6025494,127.0298689
18682,종암동 80,37.6010008,127.0301481
18683,종암동 104-1,37.6011941,127.0369925
18684,종암동 130,37.6025494,127.0298689
18685,종암동 80,37.6010008,127.0301481
18686,종암동 80,37.6010008,127.0301481
18687,종암동 133,37.5992482,127.0310554
18688,종암동 133,37.5992482,127.0310554
18689,종암동 80,37.6010008,127.0301481
18690,종암동 80,37.6010008,127.0301481
18691,종암동 130,37.6025494,127.0298689
18692,종암동 80,37.6010008,127.0301481
18693,종암동 104-1,37.6011941,127.0369925
18694,종암동 133,37.5992482,127.0310554
18695,종암동 104-1,37.6011941,127.0369925
18696,종암동 104-1,37.6011941,127.0369925
18697,종암동 104-1,37.6011941,127.0369925
18698,종암동 133,37.5992482,127.0310554
18699,종암동 131,37.5968587,127.0317413
18700,종암동 131,37.5968587,127.0317413
18701,종암동 133,37.5992482,127.0310554
18702,종암동 80,37.6010008,127.0301481
18703,종암동 80,37.6010008,127.0301481
18704,종암동 130,37.6025494,127.0298689
18705,하월곡동 222,37.6070339,127.0383738
18706,하월곡동 224,37.5964445,127.0414039
18707,하월곡동 225,37.6104400,127.0368836
18708,하월곡동 222,37.6070339,127.0383738
18709,하월곡동 228,37.6107743,127.0390029
18710,하월곡동 229,37.6054073,127.0273295
18711,하월곡동 222,37.6070339,127.0383738
18712,하월곡동 222,37.6070339,127.0383738
18713,하월곡동 219,37.6044231,127.0352907
18714,하월곡동 228,37.6107743,127.0390029
18715,하월곡동 230,37.6050607,127.0310022
18716,하월곡동 222,37.6070339,127.0383738
18717,하월곡동 88-510,37.6068522,127.0299668
18718,하월곡동 230,37.6050607,127.0310022
18719,하월곡동 228,37.6107743,127.0390029
18720,하월곡동 219,37.6044231,127.0352907
18721,하월곡동 222,37.6070339,127.0383738
18722,하월곡동 222,37.6070339,127.0383738
18723,하월곡동 225,37.6104400,127.0368836
18724,하월곡동 218,37.6056924,127.0347026
18725,하월곡동 219,37.6044231,127.0352907
18726,하월곡동 222,37.6070339,127.0383738
18727,하월곡동 222,37.6070339,127.0383738
18728,하월곡동 222,37.6070339,127.0383738
18729,하월곡동 225,37.6104400,127.0368836
18730,하월곡동 225,37.6104400,127.0368836
18731,하월곡동 222,37.6070339,127.0383738
18732,하월곡동 219,37.6044231,127.0352907
18733,하월곡동 222,37.6070339,127.0383738
18734,하월곡동 228,37.6107743,127.0390029
18735,하월곡동 224,37.5964445,127.0414039
18736,하월곡동 225,37.6104400,127.0368836
18737,하월곡동 225,37.6104400,127.0368836
18738,하월곡동 228,37.6107743,127.0390029
18739,하월곡동 222,37.6070339,127.0383738
18740,하월곡동 226,37.5990880,127.0421157
18741,하월곡동 219,37.6044231,127.0352907
18742,하월곡동 226,37.5990880,127.0421157
18743,하월곡동 226,37.5990880,127.0421157
18744,하월곡동 88-64,37.6065186,127.0303840
18745,하월곡동 225,37.6104400,127.0368836
18746,하월곡동 229,37.6054073,127.0273295
18747,하월곡동 225,37.6104400,127.0368836
18748,하월곡동 88-64,37.6065186,127.0303840
18749,하월곡동 222,37.6070339,127.0383738
18750,하월곡동 228,37.6107743,127.0390029
18751,하월곡동 228,37.6107743,127.0390029
18752,하월곡동 229,37.6054073,127.0273295
18753,하월곡동 229,37.6054073,127.0273295
18754,하월곡동 222,37.6070339,127.0383738
18755,하월곡동 222,37.6070339,127.0383738
18756,하월곡동 225,37.6104400,127.0368836
18757,하월곡동 226,37.5990880,127.0421157
18758,하월곡동 228,37.6107743,127.0390029
18759,하월곡동 228,37.6107743,127.0390029
18760,하월곡동 88-64,37.6065186,127.0303840
18761,하월곡동 230,37.6050607,127.0310022
18762,하월곡동 222,37.6070339,127.0383738
18763,하월곡동 222,37.6070339,127.0383738
18764,하월곡동 222,37.6070339,127.0383738
18765,하월곡동 222,37.6070339,127.0383738
18766,하월곡동 222,37.6070339,127.0383738
18767,하월곡동 219,37.6044231,127.0352907
18768,하월곡동 228,37.6107743,127.0390029
18769,하월곡동 226,37.5990880,127.0421157
18770,하월곡동 222,37.6070339,127.0383738
18771,하월곡동 228,37.6107743,127.0390029
18772,하월곡동 219,37.6044231,127.0352907
18773,하월곡동 219,37.6044231,127.0352907
18774,하월곡동 230,37.6050607,127.0310022
18775,하월곡동 228,37.6107743,127.0390029
18776,하월곡동 222,37.6070339,127.0383738
18777,하월곡동 228,37.6107743,127.0390029
18778,하월곡동 225,37.6104400,127.0368836
18779,하월곡동 225,37.6104400,127.0368836
18780,하월곡동 226,37.5990880,127.0421157
18781,하월곡동 219,37.6044231,127.0352907
18782,하월곡동 222,37.6070339,127.0383738
18783,하월곡동 225,37.6104400,127.0368836
18784,하월곡동 226,37.5990880,127.0421157
18785,하월곡동 226,37.5990880,127.0421157
18786,하월곡동 226,37.5990880,127.0421157
18787,하월곡동 219,37.6044231,127.0352907
18788,하월곡동 225,37.6104400,127.0368836
18789,하월곡동 228,37.6107743,127.0390029
18790,하월곡동 230,37.6050607,127.0310022
18791,하월곡동 224,37.5964445,127.0414039
18792,하월곡동 225,37.6104400,127.0368836
18793,하월곡동 228,37.6107743,127.0390029
18794,하월곡동 222,37.6070339,127.0383738
18795,하월곡동 222,37.6070339,127.0383738
18796,하월곡동 228,37.6107743,127.0390029
18797,하월곡동 88-64,37.6065186,127.0303840
18798,하월곡동 226,37.5990880,127.0421157
18799,하월곡동 88-64,37.6065186,127.0303840
18800,하월곡동 222,37.6070339,127.0383738
18801,하월곡동 228,37.6107743,127.0390029
18802,하월곡동 88-64,37.6065186,127.0303840
18803,하월곡동 222,37.6070339,127.0383738
18804,하월곡동 229,37.6054073,127.0273295
18805,하월곡동 226,37.5990880,127.0421157
18806,하월곡동 228,37.6107743,127.0390029
18807,하월곡동 222,37.6070339,127.0383738
18808,하월곡동 222,37.6070339,127.0383738
18809,하월곡동 226,37.5990880,127.0421157
18810,하월곡동 225,37.6104400,127.0368836
18811,하월곡동 227,37.6032943,127.0421427
18812,하월곡동 222,37.6070339,127.0383738
18813,하월곡동 225,37.6104400,127.0368836
18814,하월곡동 225,37.6104400,127.0368836
18815,하월곡동 224,37.5964445,127.0414039
18816,하월곡동 219,37.6044231,127.0352907
18817,하월곡동 225,37.6104400,127.0368836
18818,하월곡동 228,37.6107743,127.0390029
18819,하월곡동 225,37.6104400,127.0368836
18820,하월곡동 222,37.6070339,127.0383738
18821,하월곡동 225,37.6104400,127.0368836
18822,하월곡동 226,37.5990880,127.0421157
18823,하월곡동 228,37.6107743,127.0390029
18824,하월곡동 219,37.6044231,127.0352907
18825,하월곡동 222,37.6070339,127.0383738
18826,하월곡동 225,37.6104400,127.0368836
18827,하월곡동 88-64,37.6065186,127.0303840
18828,하월곡동 219,37.6044231,127.0352907
18829,상월곡동 101,37.6078861,127.0454504
18830,상월곡동 101,37.6078861,127.0454504
18831,상월곡동 101,37.6078861,127.0454504
18832,상월곡동 101,37.6078861,127.0454504
18833,상월곡동 101,37.6078861,127.0454504
18834,상월곡동 101,37.6078861,127.0454504
18835,상월곡동 101,37.6078861,127.0454504
18836,상월곡동 101,37.6078861,127.0454504
18837,상월곡동 55-56,37.6059002,127.0465858
18838,상월곡동 101,37.6078861,127.0454504
18839,상월곡동 101,37.6078861,127.0454504
18840,상월곡동 101,37.6078861,127.0454504
18841,상월곡동 101,37.6078861,127.0454504
18842,상월곡동 55-56,37.6059002,127.0465858
18843,상월곡동 101,37.6078861,127.0454504
18844,상월곡동 101,37.6078861,127.0454504
18845,상월곡동 101,37.6078861,127.0454504
18846,상월곡동 101,37.6078861,127.0454504
18847,상월곡동 101,37.6078861,127.0454504
18848,장위동 317,37.6205601,127.0470248
18849,장위동 317,37.6205601,127.0470248
18850,장위동 317,37.6205601,127.0470248
18851,장위동 317,37.6205601,127.0470248
18852,장위동 317,37.6205601,127.0470248
18853,장위동 317,37.6205601,127.0470248
18854,장위동 317,37.6205601,127.0470248
18855,장위동 317,37.6205601,127.0470248
18856,장위동 317,37.6205601,127.0470248
18857,장위동 317,37.6205601,127.0470248
18858,장위동 317,37.6205601,127.0470248
18859,장위동 317,37.6205601,127.0470248
18860,장위동 317,37.6205601,127.0470248
18861,장위동 317,37.6205601,127.0470248
18862,석관동 407,37.6083777,127.0545119
18863,석관동 10,37.6126685,127.0687266
18864,석관동 10,37.6126685,127.0687266
18865,석관동 407,37.6083777,127.0545119
18866,석관동 407,37.6083777,127.0545119
18867,석관동 408,37.6075458,127.0535666
18868,석관동 407,37.6083777,127.0545119
18869,석관동 408,37.6075458,127.0535666
18870,석관동 408,37.6075458,127.0535666
18871,석관동 10,37.6126685,127.0687266
18872,석관동 10,37.6126685,127.0687266
18873,석관동 110-2,37.6111110,127.0667057
18874,석관동 10,37.6126685,127.0687266
18875,석관동 407,37.6083777,127.0545119
18876,석관동 10,37.6126685,127.0687266
18877,석관동 110-2,37.6111110,127.0667057
18878,석관동 407,37.6083777,127.0545119
18879,석관동 10,37.6126685,127.0687266
18880,석관동 10,37.6126685,127.0687266
18881,석관동 10,37.6126685,127.0687266
18882,석관동 405,37.6062840,127.0657522
18883,석관동 10,37.6126685,127.0687266
18884,석관동 407,37.6083777,127.0545119
18885,석관동 407,37.6083777,127.0545119
18886,석관동 10,37.6126685,127.0687266
18887,석관동 10,37.6126685,127.0687266
18888,석관동 10,37.6126685,127.0687266
18889,석관동 407,37.6083777,127.0545119
18890,석관동 110-2,37.6111110,127.0667057
18891,석관동 10,37.6126685,127.0687266
18892,석관동 10,37.6126685,127.0687266
18893,석관동 10,37.6126685,127.0687266
18894,석관동 10,37.6126685,127.0687266
18895,석관동 407,37.6083777,127.0545119
18896,석관동 10,37.6126685,127.0687266
18897,돈암동 631,37.6033490,127.0280209
18898,돈암동 15-1,37.5990243,127.0233213
18899,돈암동 609-1,37.5948229,127.0103257
18900,돈암동 609-1,37.5948229,127.0103257
18901,돈암동 636,37.5978757,127.0177941
18902,돈암동 15-1,37.5990243,127.0233213
18903,돈암동 609-1,37.5948229,127.0103257
18904,돈암동 636,37.5978757,127.0177941
18905,돈암동 643,37.6004918,127.0228524
18906,돈암동 631,37.6033490,127.0280209
18907,돈암동 631,37.6033490,127.0280209
18908,돈암동 15-1,37.5990243,127.0233213
18909,돈암동 15-1,37.5990243,127.0233213
18910,돈암동 609-1,37.5948229,127.0103257
18911,돈암동 609-1,37.5948229,127.0103257
18912,돈암동 15-1,37.5990243,127.0233213
18913,돈암동 15-1,37.5990243,127.0233213
18914,돈암동 15-1,37.5990243,127.0233213
18915,돈암동 1,37.6032329,127.0262115
18916,돈암동 603,37.5975729,127.0102198
18917,돈암동 636,37.5978757,127.0177941
18918,돈암동 639,37.5986632,127.0150641
18919,돈암동 15-1,37.5990243,127.0233213
18920,돈암동 636,37.5978757,127.0177941
18921,돈암동 524,37.6007410,127.0124897
18922,돈암동 609-1,37.5948229,127.0103257
18923,돈암동 609-1,37.5948229,127.0103257
18924,돈암동 1,37.6032329,127.0262115
18925,돈암동 609-1,37.5948229,127.0103257
18926,돈암동 631,37.6033490,127.0280209
18927,돈암동 609-1,37.5948229,127.0103257
18928,돈암동 609-1,37.5948229,127.0103257
18929,돈암동 643,37.6004918,127.0228524
18930,돈암동 609-1,37.5948229,127.0103257
18931,돈암동 632,37.5958902,127.0234092
18932,돈암동 15-1,37.5990243,127.0233213
18933,돈암동 609-1,37.5948229,127.0103257
18934,돈암동 609-1,37.5948229,127.0103257
18935,돈암동 609-1,37.5948229,127.0103257
18936,돈암동 15-1,37.5990243,127.0233213
18937,돈암동 609-1,37.5948229,127.0103257
18938,돈암동 524,37.6007410,127.0124897
18939,돈암동 609-1,37.5948229,127.0103257
18940,돈암동 636,37.5978757,127.0177941
18941,돈암동 15-1,37.5990243,127.0233213
18942,돈암동 609-1,37.5948229,127.0103257
18943,돈암동 643,37.6004918,127.0228524
18944,돈암동 609-1,37.5948229,127.0103257
18945,돈암동 15-1,37.5990243,127.0233213
18946,돈암동 524,37.6007410,127.0124897
18947,돈암동 636,37.5978757,127.0177941
18948,돈암동 609-1,37.5948229,127.0103257
18949,돈암동 15-1,37.5990243,127.0233213
18950,돈암동 609-1,37.5948229,127.0103257
18951,돈암동 524,37.6007410,127.0124897
18952,돈암동 609-1,37.5948229,127.0103257
18953,돈암동 636,37.5978757,127.0177941
18954,돈암동 639,37.5986632,127.0150641
18955,돈암동 633,37.6021008,127.0264737
18956,돈암동 636,37.5978757,127.0177941
18957,돈암동 609-1,37.5948229,127.0103257
18958,돈암동 609-1,37.5948229,127.0103257
18959,동소문동6가 3-1,37.5923221,127.0134361
18960,동소문동6가 3-1,37.5923221,127.0134361
18961,동소문동7가 23,37.5951865,127.0141661
18962,동소문동7가 120,37.5963316,127.0138040
18963,삼선동2가 425,37.5834945,127.0133812
18964,삼선동2가 425,37.5834945,127.0133812
18965,삼선동2가 425,37.5834945,127.0133812
18966,삼선동2가 420,37.5821373,127.0134910
18967,삼선동2가 425,37.5834945,127.0133812
18968,삼선동2가 425,37.5834945,127.0133812
18969,삼선동2가 420,37.5821373,127.0134910
18970,삼선동2가 425,37.5834945,127.0133812
18971,삼선동3가 116,37.5873248,127.0116441
18972,삼선동3가 116,37.5873248,127.0116441
18973,삼선동4가 73,37.5903452,127.0126890
18974,삼선동4가 73,37.5903452,127.0126890
18975,삼선동4가 73,37.5903452,127.0126890
18976,안암동1가 361,37.5893170,127.0237610
18977,안암동3가 136-1,37.5823732,127.0249193
18978,안암동3가 136-1,37.5823732,127.0249193
18979,보문동6가 36-2,37.5814289,127.0177167
18980,보문동3가 230,37.5826781,127.0158508
18981,보문동3가 230,37.5826781,127.0158508
18982,보문동3가 230,37.5826781,127.0158508
18983,보문동3가 2,37.5855901,127.0166232
18984,보문동3가 230,37.5826781,127.0158508
18985,보문동3가 230,37.5826781,127.0158508
18986,보문동3가 2,37.5855901,127.0166232
18987,보문동3가 230,37.5826781,127.0158508
18988,정릉동 1025,37.6028400,127.0155119
18989,정릉동 1032,37.6018169,127.0089770
18990,정릉동 435,37.6037741,127.0103821
18991,정릉동 1028,37.6151896,127.0102091
18992,정릉동 1018,37.6064286,127.0160897
18993,정릉동 239,37.6185895,127.0073229
18994,정릉동 1031,37.6144496,127.0076509
18995,정릉동 1028,37.6151896,127.0102091
18996,정릉동 1035,37.5999983,127.0194455
18997,정릉동 1016,37.6003514,127.0100676
18998,정릉동 1014,37.5996445,127.0165451
18999,정릉동 1035,37.5999983,127.0194455
19000,정릉동 435,37.6037741,127.0103821
19001,정릉동 1016,37.6003514,127.0100676
19002,정릉동 435,37.6037741,127.0103821
19003,정릉동 1015,37.6044361,127.0172032
19004,정릉동 1020,37.6010260,127.0158108
19005,정릉동 239,37.6185895,127.0073229
19006,정릉동 239,37.6185895,127.0073229
19007,정릉동 1037,37.6016037,127.0108339
19008,정릉동 1018,37.6064286,127.0160897
19009,정릉동 1020,37.6010260,127.0158108
19010,정릉동 1021,37.6180331,127.0034409
19011,정릉동 239,37.6185895,127.0073229
19012,정릉동 1028,37.6151896,127.0102091
19013,정릉동 494,37.6027862,127.0094463
19014,정릉동 1020,37.6010260,127.0158108
19015,정릉동 435,37.6037741,127.0103821
19016,정릉동 1034,37.6032658,127.0183228
19017,정릉동 1020,37.6010260,127.0158108
19018,정릉동 239,37.6185895,127.0073229
19019,정릉동 239,37.6185895,127.0073229
19020,정릉동 1034,37.6032658,127.0183228
19021,정릉동 1020,37.6010260,127.0158108
19022,정릉동 239,37.6185895,127.0073229
19023,정릉동 239,37.6185895,127.0073229
19024,정릉동 239,37.6185895,127.0073229
19025,정릉동 239,37.6185895,127.0073229
19026,정릉동 406,37.6062959,127.0099710
19027,정릉동 239,37.6185895,127.0073229
19028,정릉동 1019,37.6065104,127.0083543
19029,정릉동 1035,37.5999983,127.0194455
19030,정릉동 239,37.6185895,127.0073229
19031,정릉동 1037,37.6016037,127.0108339
19032,정릉동 1035,37.5999983,127.0194455
19033,정릉동 1018,37.6064286,127.0160897
19034,정릉동 1035,37.5999983,127.0194455
19035,정릉동 1028,37.6151896,127.0102091
19036,정릉동 1020,37.6010260,127.0158108
19037,정릉동 406,37.6062959,127.0099710
19038,정릉동 239,37.6185895,127.0073229
19039,정릉동 1017,37.5995474,127.0183398
19040,정릉동 239,37.6185895,127.0073229
19041,정릉동 1020,37.6010260,127.0158108
19042,정릉동 1021,37.6180331,127.0034409
19043,정릉동 1020,37.6010260,127.0158108
19044,정릉동 406,37.6062959,127.0099710
19045,정릉동 239,37.6185895,127.0073229
19046,정릉동 1016,37.6003514,127.0100676
19047,정릉동 1035,37.5999983,127.0194455
19048,정릉동 1025,37.6028400,127.0155119
19049,정릉동 239,37.6185895,127.0073229
19050,정릉동 1015,37.6044361,127.0172032
19051,정릉동 1016,37.6003514,127.0100676
19052,정릉동 1018,37.6064286,127.0160897
19053,정릉동 1028,37.6151896,127.0102091
19054,정릉동 435,37.6037741,127.0103821
19055,길음동 1279,37.6058246,127.0202546
19056,길음동 1278,37.6103740,127.0242907
19057,길음동 1280,37.6117969,127.0161506
19058,길음동 1284,37.6075427,127.0178609
19059,길음동 1281,37.6120839,127.0196483
19060,길음동 1278,37.6103740,127.0242907
19061,길음동 1281,37.6120839,127.0196483
19062,길음동 1279,37.6058246,127.0202546
19063,길음동 1280-1,37.6100718,127.0165343
19064,길음동 1284,37.6075427,127.0178609
19065,길음동 1281,37.6120839,127.0196483
19066,길음동 1282,37.6096860,127.0207150
19067,길음동 1276,37.6027813,127.0237923
19068,길음동 1282,37.6096860,127.0207150
19069,길음동 1284,37.6075427,127.0178609
